page_title,edits,rank,time
User:Gunbirddriver/George_Pickett,904,50,2017-07-01T00:00:00.000Z
User:Davidgoodheart/sandbox,897,51,2017-07-01T00:00:00.000Z
Project:Miscellany_for_deletion/Archived_debates/July_2017,869,52,2017-07-01T00:00:00.000Z
Project:Open_proxy_detection,838,53,2017-07-01T00:00:00.000Z
2017_FIVB_Volleyball_World_Grand_Prix,821,54,2017-07-01T00:00:00.000Z
2017_Wimbledon_Championships_–_Men's_Singles,798,55,2017-07-01T00:00:00.000Z
Project:Main_Page/Errors,787,56,2017-07-01T00:00:00.000Z
User:B-bot/Event_log,783,57,2017-07-01T00:00:00.000Z
Big_Brother_19_(American_season),772,58,2017-07-01T00:00:00.000Z
Talk:Donald_Trump,772,59,2017-07-01T00:00:00.000Z
2017_Pacific_hurricane_season,755,60,2017-07-01T00:00:00.000Z
Project:Reliable_sources/Noticeboard,744,61,2017-07-01T00:00:00.000Z
User:Amalthea/RfX/Tally,743,62,2017-07-01T00:00:00.000Z
Template:NUMBEROF/data,739,63,2017-07-01T00:00:00.000Z
Template:AfC_statistics,736,64,2017-07-01T00:00:00.000Z
User talk:Oshwah,730,65,2017-07-01T00:00:00.000Z
Project:Articles_for_deletion/Old,716,66,2017-07-01T00:00:00.000Z
Talk:Russian_interference_in_the_2016_United_States_elections,715,67,2017-07-01T00:00:00.000Z
List_of_terrorist_incidents_in_July_2017,713,68,2017-07-01T00:00:00.000Z
Talk:New_York,702,69,2017-07-01T00:00:00.000Z
Project:Conflict_of_interest/Noticeboard,701,70,2017-07-01T00:00:00.000Z
User:JaGa/Short_leaderboard,701,71,2017-07-01T00:00:00.000Z
Praying_(song),697,72,2017-07-01T00:00:00.000Z
Big_Brother_(British_series_18),693,73,2017-07-01T00:00:00.000Z
User:Jaspergeli,687,74,2017-07-01T00:00:00.000Z
USA_Cross_Country_Championships,679,75,2017-07-01T00:00:00.000Z
Project:Reference_desk/Computing,662,76,2017-07-01T00:00:00.000Z
User talk:DrStrauss,661,77,2017-07-01T00:00:00.000Z
Talk:Trump_Tower_meeting,655,78,2017-07-01T00:00:00.000Z
User:Peter_I._Vardy/sandbox-13,653,79,2017-07-01T00:00:00.000Z
Anthony_Scaramucci,650,80,2017-07-01T00:00:00.000Z
List_of_2017–18_NBA_season_transactions,637,81,2017-07-01T00:00:00.000Z
Project:Miscellany_for_deletion,635,82,2017-07-01T00:00:00.000Z
Trump_Tower_meeting,631,83,2017-07-01T00:00:00.000Z
Chester_Bennington,624,84,2017-07-01T00:00:00.000Z
Project talk:Criteria_for_speedy_deletion,613,85,2017-07-01T00:00:00.000Z
Project:Requests_for_undeletion,612,86,2017-07-01T00:00:00.000Z
User talk:Elisa.rolle,610,87,2017-07-01T00:00:00.000Z
Template talk:Did_you_know,606,88,2017-07-01T00:00:00.000Z
Project:WikiProject_Guild_of_Copy_Editors/Backlog_elimination_drives/July_2017,605,89,2017-07-01T00:00:00.000Z
Project:Did_you_know/DYK_hook_count,601,90,2017-07-01T00:00:00.000Z
Project:Requests_for_adminship/Cullen328,599,91,2017-07-01T00:00:00.000Z
Module:Syrian_Civil_War_detailed_map,595,92,2017-07-01T00:00:00.000Z
Charlie_Gard_case,594,93,2017-07-01T00:00:00.000Z
User:Serial_Number_54129/CSD_log,592,94,2017-07-01T00:00:00.000Z
2017_International_Champions_Cup,585,95,2017-07-01T00:00:00.000Z
User:Illegitimate_Barrister/sandbox,584,96,2017-07-01T00:00:00.000Z
2017–18_UEFA_Europa_League_qualifying_phase_and_play-off_round,583,97,2017-07-01T00:00:00.000Z
Draft:Sandbox,583,98,2017-07-01T00:00:00.000Z
Marsha_P._Johnson,580,99,2017-07-01T00:00:00.000Z
Project:Dispute_resolution_noticeboard,578,100,2017-07-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism,9359,1,2017-08-01T00:00:00.000Z
User:AvicBot/speedy,7770,2,2017-08-01T00:00:00.000Z
User:Cyde/List_of_candidates_for_speedy_deletion/Subpage,6739,3,2017-08-01T00:00:00.000Z
Project:Administrators'_noticeboard/Incidents,5928,4,2017-08-01T00:00:00.000Z
Project:Requests_for_page_protection,4316,5,2017-08-01T00:00:00.000Z
User:Ops_Monitor_(WMF)/sandbox,3385,6,2017-08-01T00:00:00.000Z
Project:Usernames_for_administrator_attention,3379,7,2017-08-01T00:00:00.000Z
Unite_the_Right_rally,3138,8,2017-08-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism/TB2,3086,9,2017-08-01T00:00:00.000Z
User:Cyde/List_of_current_proposed_deletions,2673,10,2017-08-01T00:00:00.000Z
Project:Version_1.0_Editorial_Team/New_York_articles_by_quality_log,2490,11,2017-08-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(table),2400,12,2017-08-01T00:00:00.000Z
Project:Teahouse,2350,13,2017-08-01T00:00:00.000Z
User:DatBot/pendingbacklog,2256,14,2017-08-01T00:00:00.000Z
User:AnomieBOT/SPERTable,2073,15,2017-08-01T00:00:00.000Z
Project:In_the_news/Candidates,2034,16,2017-08-01T00:00:00.000Z
User:AmandaNP/SPI_case_list,2016,17,2017-08-01T00:00:00.000Z
Project:Sockpuppet_investigations/Cases/Overview,2008,18,2017-08-01T00:00:00.000Z
Project:WikiProject_Spam/LinkReports,1933,19,2017-08-01T00:00:00.000Z
Project:Reference_desk/Science,1905,20,2017-08-01T00:00:00.000Z
2017_Barcelona_attacks,1863,21,2017-08-01T00:00:00.000Z
Project:Reference_desk/Humanities,1820,22,2017-08-01T00:00:00.000Z
Project:Sandbox,1803,23,2017-08-01T00:00:00.000Z
List_of_Confederate_monuments_and_memorials,1794,24,2017-08-01T00:00:00.000Z
Deaths_in_2017,1784,25,2017-08-01T00:00:00.000Z
Project:Help_desk,1602,26,2017-08-01T00:00:00.000Z
Project:Community_portal/Opentask,1519,27,2017-08-01T00:00:00.000Z
User:Cyberbot_I/Requests_for_unblock_report,1509,28,2017-08-01T00:00:00.000Z
Talk:Unite_the_Right_rally,1482,29,2017-08-01T00:00:00.000Z
User:Cyde/List_of_requests_for_unblock,1459,30,2017-08-01T00:00:00.000Z
2017_Southeast_Asian_Games,1400,31,2017-08-01T00:00:00.000Z
User:Jgjsmith006/sandbox,1353,32,2017-08-01T00:00:00.000Z
User:Wilhelmina_Will/sandbox,1324,33,2017-08-01T00:00:00.000Z
Project:Administrators'_noticeboard,1323,34,2017-08-01T00:00:00.000Z
Project:Administrators'_noticeboard/Edit_warring,1298,35,2017-08-01T00:00:00.000Z
2017_Atlantic_hurricane_season,1238,36,2017-08-01T00:00:00.000Z
User:Tigerboy1966/sandbox13,1221,37,2017-08-01T00:00:00.000Z
Project:Requested_moves/Current_discussions,1123,38,2017-08-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(alt),1116,39,2017-08-01T00:00:00.000Z
2017_Paul_Hunter_Classic,1087,40,2017-08-01T00:00:00.000Z
Project:Dashboard/Requested_moves,1075,41,2017-08-01T00:00:00.000Z
Hurricane_Harvey,1013,42,2017-08-01T00:00:00.000Z
Project:Open_proxy_detection,997,43,2017-08-01T00:00:00.000Z
"Solar_eclipse_of_August_21,_2017",962,44,2017-08-01T00:00:00.000Z
List_of_terrorist_incidents_in_August_2017,905,45,2017-08-01T00:00:00.000Z
User:B-bot/Event_log,899,46,2017-08-01T00:00:00.000Z
Project:Village_pump_(technical),882,47,2017-08-01T00:00:00.000Z
2017_Pacific_typhoon_season,873,48,2017-08-01T00:00:00.000Z
Kenzō_Shirai,861,49,2017-08-01T00:00:00.000Z
Carle_Hessay,860,50,2017-08-01T00:00:00.000Z
List_of_most-viewed_YouTube_videos,857,51,2017-08-01T00:00:00.000Z
Project:Reference_desk/Language,845,52,2017-08-01T00:00:00.000Z
Project:Requested_moves/Technical_requests,829,53,2017-08-01T00:00:00.000Z
Australian_Marriage_Law_Postal_Survey,818,54,2017-08-01T00:00:00.000Z
User:Mccapra/sandbox,790,55,2017-08-01T00:00:00.000Z
Talk:Google's_Ideological_Echo_Chamber,768,56,2017-08-01T00:00:00.000Z
Celebrity_Big_Brother_(British_series_20),754,57,2017-08-01T00:00:00.000Z
User:Davidgoodheart/sandbox,754,58,2017-08-01T00:00:00.000Z
Google's_Ideological_Echo_Chamber,745,59,2017-08-01T00:00:00.000Z
List_of_cover_versions_of_Led_Zeppelin_songs,741,60,2017-08-01T00:00:00.000Z
Project:Articles_for_deletion/Old,739,61,2017-08-01T00:00:00.000Z
User talk:Oshwah,732,62,2017-08-01T00:00:00.000Z
User:JaGa/Short_leaderboard,721,63,2017-08-01T00:00:00.000Z
Project:Miscellany_for_deletion/Archived_debates/August_2017,720,64,2017-08-01T00:00:00.000Z
Project:Requests_for_undeletion,720,65,2017-08-01T00:00:00.000Z
User:AvicBot/AfCCSD,720,66,2017-08-01T00:00:00.000Z
User:Legacypac/CSD_log_1,709,67,2017-08-01T00:00:00.000Z
Dunkirk_(2017_film),702,68,2017-08-01T00:00:00.000Z
Antifa_(United_States),699,69,2017-08-01T00:00:00.000Z
Talk:Russian_interference_in_the_2016_United_States_elections,699,70,2017-08-01T00:00:00.000Z
Project:Articles_for_creation/Redirects_and_categories,695,71,2017-08-01T00:00:00.000Z
Project:Main_Page/Errors,693,72,2017-08-01T00:00:00.000Z
Floyd_Mayweather_Jr._vs._Conor_McGregor,690,73,2017-08-01T00:00:00.000Z
Project:Reference_desk/Miscellaneous,679,74,2017-08-01T00:00:00.000Z
Project:Reliable_sources/Noticeboard,677,75,2017-08-01T00:00:00.000Z
User:Legacypac/CSD_log_3,677,76,2017-08-01T00:00:00.000Z
User:Gunbirddriver/Greg_LeMond,671,77,2017-08-01T00:00:00.000Z
Project:Biographies_of_living_persons/Noticeboard,669,78,2017-08-01T00:00:00.000Z
Old_Norse_religion,668,79,2017-08-01T00:00:00.000Z
2017_US_Open_(tennis),664,80,2017-08-01T00:00:00.000Z
User:EditorE/sandbox/Top_10_Hits_of_the_End_of_the_World,657,81,2017-08-01T00:00:00.000Z
Project:Dispute_resolution_noticeboard,648,82,2017-08-01T00:00:00.000Z
User:Narky_Blert/sandbox,636,83,2017-08-01T00:00:00.000Z
Project:WikiProject_Women_in_Red/Meetup/00,635,84,2017-08-01T00:00:00.000Z
Talk:Donald_Trump,635,85,2017-08-01T00:00:00.000Z
Project:Reference_desk/Computing,626,86,2017-08-01T00:00:00.000Z
User:JamesR/AdminStats,626,87,2017-08-01T00:00:00.000Z
User:AmandaNP/UAA/Wait,624,88,2017-08-01T00:00:00.000Z
Draft:Sandbox,623,89,2017-08-01T00:00:00.000Z
Index_of_Cyprus-related_articles,615,90,2017-08-01T00:00:00.000Z
Template:AfC_statistics,615,91,2017-08-01T00:00:00.000Z
Talk:List_of_Confederate_monuments_and_memorials,601,92,2017-08-01T00:00:00.000Z
Storm_Bay_(British_Columbia),596,93,2017-08-01T00:00:00.000Z
Project:Village_pump_(proposals),591,94,2017-08-01T00:00:00.000Z
Talk:2017,591,95,2017-08-01T00:00:00.000Z
America's_Got_Talent_(season_12),588,96,2017-08-01T00:00:00.000Z
Wolf_Warrior_2,588,97,2017-08-01T00:00:00.000Z
Philippines_at_the_2017_Southeast_Asian_Games,584,98,2017-08-01T00:00:00.000Z
Project:Disambiguation_pages_with_links/August_2017,578,99,2017-08-01T00:00:00.000Z
Bigg_Boss_(Tamil_season_1),574,100,2017-08-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism,11323,1,2017-09-01T00:00:00.000Z
User:AvicBot/speedy,7113,2,2017-09-01T00:00:00.000Z
User:Cyde/List_of_candidates_for_speedy_deletion/Subpage,6181,3,2017-09-01T00:00:00.000Z
User:AmandaNP/UAA/Wait,5052,4,2017-09-01T00:00:00.000Z
Project:Administrators'_noticeboard/Incidents,4369,5,2017-09-01T00:00:00.000Z
Project:Requests_for_page_protection,3888,6,2017-09-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism/TB2,3457,7,2017-09-01T00:00:00.000Z
User:Ops_Monitor_(WMF)/sandbox,3168,8,2017-09-01T00:00:00.000Z
Project:Usernames_for_administrator_attention,2746,9,2017-09-01T00:00:00.000Z
Hurricane_Irma,2434,10,2017-09-01T00:00:00.000Z
User:Cyde/List_of_current_proposed_deletions,2379,11,2017-09-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(table),2350,12,2017-09-01T00:00:00.000Z
Project:Administrators'_noticeboard,2335,13,2017-09-01T00:00:00.000Z
User:DatBot/pendingbacklog,2271,14,2017-09-01T00:00:00.000Z
User:AmandaNP/UAA/Time,2151,15,2017-09-01T00:00:00.000Z
2017_Atlantic_hurricane_season,2134,16,2017-09-01T00:00:00.000Z
Project:Teahouse,2051,17,2017-09-01T00:00:00.000Z
Project:Usernames_for_administrator_attention/Bot,1748,18,2017-09-01T00:00:00.000Z
Deaths_in_2017,1725,19,2017-09-01T00:00:00.000Z
Project:WikiProject_Spam/LinkReports,1725,20,2017-09-01T00:00:00.000Z
Project:Sandbox,1690,21,2017-09-01T00:00:00.000Z
User:AmandaNP/SPI_case_list,1677,22,2017-09-01T00:00:00.000Z
Project:Sockpuppet_investigations/Cases/Overview,1665,23,2017-09-01T00:00:00.000Z
Index_of_Austria-related_articles,1663,24,2017-09-01T00:00:00.000Z
User:AnomieBOT/SPERTable,1614,25,2017-09-01T00:00:00.000Z
Project:Help_desk,1608,26,2017-09-01T00:00:00.000Z
User:Wilhelmina_Will/sandbox,1605,27,2017-09-01T00:00:00.000Z
User:Jgjsmith006/sandbox,1595,28,2017-09-01T00:00:00.000Z
Index_of_Hawaii-related_articles,1585,29,2017-09-01T00:00:00.000Z
Project:Reference_desk/Science,1526,30,2017-09-01T00:00:00.000Z
Project:Community_portal/Opentask,1464,31,2017-09-01T00:00:00.000Z
Project:Reference_desk/Humanities,1428,32,2017-09-01T00:00:00.000Z
User:Cyde/List_of_requests_for_unblock,1421,33,2017-09-01T00:00:00.000Z
User:Cyberbot_I/Requests_for_unblock_report,1339,34,2017-09-01T00:00:00.000Z
Project:In_the_news/Candidates,1316,35,2017-09-01T00:00:00.000Z
Project:Administrators'_noticeboard/Edit_warring,1245,36,2017-09-01T00:00:00.000Z
La_Luna_Sangre,1174,37,2017-09-01T00:00:00.000Z
Project:Requested_moves/Current_discussions,1154,38,2017-09-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(alt),1150,39,2017-09-01T00:00:00.000Z
User:Tigerboy1966/sandbox13,1143,40,2017-09-01T00:00:00.000Z
Project:Dashboard/Requested_moves,1103,41,2017-09-01T00:00:00.000Z
Hurricane_Maria,1093,42,2017-09-01T00:00:00.000Z
User:Legacypac/CSD_log_5,1024,43,2017-09-01T00:00:00.000Z
Project:Open_proxy_detection,991,44,2017-09-01T00:00:00.000Z
Project:Village_pump_(technical),939,45,2017-09-01T00:00:00.000Z
Project:Reference_desk/Language,934,46,2017-09-01T00:00:00.000Z
Project:Reference_desk/Computing,916,47,2017-09-01T00:00:00.000Z
List_of_Confederate_monuments_and_memorials,913,48,2017-09-01T00:00:00.000Z
Project:Reference_desk/Miscellaneous,880,49,2017-09-01T00:00:00.000Z
Dancing_with_the_Stars_(American_season_25),821,50,2017-09-01T00:00:00.000Z
Kali_(demon),817,51,2017-09-01T00:00:00.000Z
User:Legacypac/CSD_log_4,809,52,2017-09-01T00:00:00.000Z
User:Linguist111/CSD_log,802,53,2017-09-01T00:00:00.000Z
It_(2017_film),799,54,2017-09-01T00:00:00.000Z
Svatantrika–Prasaṅgika_distinction,790,55,2017-09-01T00:00:00.000Z
Project:Requested_moves/Technical_requests,750,56,2017-09-01T00:00:00.000Z
User talk:Oshwah,750,57,2017-09-01T00:00:00.000Z
Draft:Sandbox,747,58,2017-09-01T00:00:00.000Z
User:Legacypac/CSD_log_6,745,59,2017-09-01T00:00:00.000Z
Talk:List_of_Confederate_monuments_and_memorials,743,60,2017-09-01T00:00:00.000Z
Project:Articles_for_creation/Redirects_and_categories,740,61,2017-09-01T00:00:00.000Z
2017_Pacific_typhoon_season,737,62,2017-09-01T00:00:00.000Z
User:B-bot/Event_log,735,63,2017-09-01T00:00:00.000Z
Project:Articles_for_deletion/Old,733,64,2017-09-01T00:00:00.000Z
User:Strudjum/sandbox,699,65,2017-09-01T00:00:00.000Z
Bigg_Boss_(Tamil_season_1),695,66,2017-09-01T00:00:00.000Z
User:Allixpeeke/lists/actors/Saturday_Night_Live,688,67,2017-09-01T00:00:00.000Z
Project:Main_Page/Errors,676,68,2017-09-01T00:00:00.000Z
User:Narky_Blert/sandbox,676,69,2017-09-01T00:00:00.000Z
Project:Requests_for_undeletion,671,70,2017-09-01T00:00:00.000Z
2018_AFC_U-16_Championship_qualification,665,71,2017-09-01T00:00:00.000Z
Project:Biographies_of_living_persons/Noticeboard,665,72,2017-09-01T00:00:00.000Z
Chess_World_Cup_2017,655,73,2017-09-01T00:00:00.000Z
2017_Puebla_earthquake,651,74,2017-09-01T00:00:00.000Z
Talk:Patriot_Prayer,640,75,2017-09-01T00:00:00.000Z
User:Stephencdickson/sandbox,637,76,2017-09-01T00:00:00.000Z
Project:WikiProject_Ghana/Discussions,629,77,2017-09-01T00:00:00.000Z
User:JamesR/AdminStats,628,78,2017-09-01T00:00:00.000Z
Project:WikiProject_Women_scientists/Discussions,613,79,2017-09-01T00:00:00.000Z
Mother!,611,80,2017-09-01T00:00:00.000Z
Portal:Current_events/Sports/Sidebar,592,81,2017-09-01T00:00:00.000Z
List_of_terrorist_incidents_in_September_2017,590,82,2017-09-01T00:00:00.000Z
Miss_World_2017,589,83,2017-09-01T00:00:00.000Z
Australian_Marriage_Law_Postal_Survey,588,84,2017-09-01T00:00:00.000Z
Project talk:Wikidata/2017_State_of_affairs,588,85,2017-09-01T00:00:00.000Z
User:*Treker/sandbox/project_1,587,86,2017-09-01T00:00:00.000Z
List_of_shipwrecks_in_1840,577,87,2017-09-01T00:00:00.000Z
2017_AFF_U-18_Youth_Championship,567,88,2017-09-01T00:00:00.000Z
Kryst_the_Conqueror,566,89,2017-09-01T00:00:00.000Z
Project:Reliable_sources/Noticeboard,565,90,2017-09-01T00:00:00.000Z
Parsons_Green_train_bombing,557,91,2017-09-01T00:00:00.000Z
Mersal_(film),552,92,2017-09-01T00:00:00.000Z
Strictly_Come_Dancing_(series_15),552,93,2017-09-01T00:00:00.000Z
List_of_adventure_films_of_the_2000s,548,94,2017-09-01T00:00:00.000Z
Look_What_You_Made_Me_Do,548,95,2017-09-01T00:00:00.000Z
Project:Conflict_of_interest/Noticeboard,547,96,2017-09-01T00:00:00.000Z
Template talk:Did_you_know,539,97,2017-09-01T00:00:00.000Z
Talk:The_Exodus,531,98,2017-09-01T00:00:00.000Z
User talk:Drmies,520,99,2017-09-01T00:00:00.000Z
User talk:Jimbo_Wales,514,100,2017-09-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism,13014,1,2017-10-01T00:00:00.000Z
User:AvicBot/speedy,6563,2,2017-10-01T00:00:00.000Z
User:Cyde/List_of_candidates_for_speedy_deletion/Subpage,5818,3,2017-10-01T00:00:00.000Z
User:AmandaNP/UAA/Wait,5349,4,2017-10-01T00:00:00.000Z
Project:Administrators'_noticeboard/Incidents,4911,5,2017-10-01T00:00:00.000Z
Index_of_Italy-related_articles,4856,6,2017-10-01T00:00:00.000Z
Project:Requests_for_page_protection,4098,7,2017-10-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism/TB2,3837,8,2017-10-01T00:00:00.000Z
2017_Las_Vegas_shooting,3371,9,2017-10-01T00:00:00.000Z
User:Ops_Monitor_(WMF)/sandbox,3280,10,2017-10-01T00:00:00.000Z
User:Wilhelmina_Will/sandbox,2905,11,2017-10-01T00:00:00.000Z
Project:Usernames_for_administrator_attention,2792,12,2017-10-01T00:00:00.000Z
Project:Sandbox,2378,13,2017-10-01T00:00:00.000Z
User:DatBot/pendingbacklog,2347,14,2017-10-01T00:00:00.000Z
Project:Version_1.0_Editorial_Team/Electric_folk_task_force_articles_by_quality_log,2297,15,2017-10-01T00:00:00.000Z
Talk:2017_Las_Vegas_shooting,2292,16,2017-10-01T00:00:00.000Z
User:AmandaNP/UAA/Time,2220,17,2017-10-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(table),2113,18,2017-10-01T00:00:00.000Z
Deaths_in_2017,2037,19,2017-10-01T00:00:00.000Z
Project:WikiProject_Spam/LinkReports,1949,20,2017-10-01T00:00:00.000Z
Project:Usernames_for_administrator_attention/Bot,1907,21,2017-10-01T00:00:00.000Z
Project:Sockpuppet_investigations/Cases/Overview,1885,22,2017-10-01T00:00:00.000Z
User:AmandaNP/SPI_case_list,1883,23,2017-10-01T00:00:00.000Z
User:AnomieBOT/SPERTable,1854,24,2017-10-01T00:00:00.000Z
User:Cyde/List_of_current_proposed_deletions,1759,25,2017-10-01T00:00:00.000Z
Project:Administrators'_noticeboard,1679,26,2017-10-01T00:00:00.000Z
Project:Teahouse,1654,27,2017-10-01T00:00:00.000Z
Project:In_the_news/Candidates,1628,28,2017-10-01T00:00:00.000Z
Project:Help_desk,1577,29,2017-10-01T00:00:00.000Z
User:Cyde/List_of_requests_for_unblock,1550,30,2017-10-01T00:00:00.000Z
Project:Reference_desk/Science,1517,31,2017-10-01T00:00:00.000Z
Project:Community_portal/Opentask,1512,32,2017-10-01T00:00:00.000Z
2017_Atlantic_hurricane_season,1387,33,2017-10-01T00:00:00.000Z
User:Cyberbot_I/Requests_for_unblock_report,1359,34,2017-10-01T00:00:00.000Z
User:Cyberpower678/RfX_Report,1217,35,2017-10-01T00:00:00.000Z
Draft:Sandbox,1210,36,2017-10-01T00:00:00.000Z
User:RPFB43WIKI/sandbox,1200,37,2017-10-01T00:00:00.000Z
The_Voice_(American_season_13),1181,38,2017-10-01T00:00:00.000Z
User:Tigerboy1966/sandbox13,1170,39,2017-10-01T00:00:00.000Z
Blade_Runner_2049,1140,40,2017-10-01T00:00:00.000Z
Project:Village_pump_(policy),1126,41,2017-10-01T00:00:00.000Z
Project:Reference_desk/Humanities,1110,42,2017-10-01T00:00:00.000Z
Catalan_Republic_(2017),1098,43,2017-10-01T00:00:00.000Z
User:Kerry_Raymond/Queensland_Electoral_Redistribution_2016,1093,44,2017-10-01T00:00:00.000Z
Project:Open_proxy_detection,1087,45,2017-10-01T00:00:00.000Z
User:Legacypac/CSD_log_7,1069,46,2017-10-01T00:00:00.000Z
User:Stephencdickson/sandbox,1069,47,2017-10-01T00:00:00.000Z
User:Tachs/Sandbox5,1057,48,2017-10-01T00:00:00.000Z
2017_World_Series,1050,49,2017-10-01T00:00:00.000Z
Project:Administrators'_noticeboard/Edit_warring,1020,50,2017-10-01T00:00:00.000Z
Project:Requested_moves/Current_discussions,1011,51,2017-10-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(alt),996,52,2017-10-01T00:00:00.000Z
Project:Articles_for_creation/Redirects_and_categories,980,53,2017-10-01T00:00:00.000Z
2017_Catalan_independence_referendum,971,54,2017-10-01T00:00:00.000Z
User:SpenToups0451,962,55,2017-10-01T00:00:00.000Z
Project:Dashboard/Requested_moves,957,56,2017-10-01T00:00:00.000Z
Project:Reference_desk/Language,935,57,2017-10-01T00:00:00.000Z
Project:Village_pump_(technical),924,58,2017-10-01T00:00:00.000Z
Strictly_Come_Dancing_(series_15),897,59,2017-10-01T00:00:00.000Z
List_of_collectible_card_games,874,60,2017-10-01T00:00:00.000Z
2017_Pacific_typhoon_season,833,61,2017-10-01T00:00:00.000Z
2017_FIFA_U-17_World_Cup,826,62,2017-10-01T00:00:00.000Z
User:Cyberpower678/Tally,784,63,2017-10-01T00:00:00.000Z
